"model","forecast_date","location","horizon","temporal_resolution","target_variable","target_end_date","type","quantile","value"
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.95,44.674753971862
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.975,47.4862285551221
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.99,50.7551753486525
"SARIMA",2023-10-01,"Blantyre",1,"month","incidence",2023-11-01,"point",NA,19.5764582752636
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"point",NA,21.038654716779
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"point",NA,29.9990568581703
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.01,8.23105598620719
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.025,10.5259091631183
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.05,12.499609497418
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.1,14.7751595794205
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.15,16.3104624165494
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.2,17.530672441409
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.25,18.5775039931778
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.3,19.5175910803554
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.35,20.3887218676082
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.4,21.2153397966458
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.45,22.015102209361
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.5,22.8021846911759
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.55,23.5892671729909
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.6,24.389029585706
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.65,25.2156475147436
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.7,26.0867783019964
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.75,27.026865389174
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.8,28.0736969409428
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.85,29.2939069658024
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.9,30.8292098029313
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.95,33.1047598849338
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.975,35.0784602192335
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"quantile",0.99,37.3733133961446
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.01,14.7644473283965
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.025,17.4925443662121
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.05,19.8388583220296
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.1,22.5440080460167
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.15,24.3691597220637
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.2,25.8197324157003
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.25,27.0641946253988
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.3,28.1817601514295
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.35,29.2173511618545
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.4,30.2000257600821
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.45,31.1507748062679
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.5,32.086450085523
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.55,33.0221253647782
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.6,33.9728744109639
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.65,34.9555490091916
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.7,35.9911400196166
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.75,37.1087055456473
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.8,38.3531677553458
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.85,39.8037404489824
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.9,41.6288921250294
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.95,44.3340418490165
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.975,46.680355804834
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"quantile",0.99,49.4084528426496
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.01,16.8305839364111
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.025,20.0814168793604
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.05,22.8773125518182
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.1,26.1008012021299
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.15,28.2756736909486
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.2,30.0041934002007
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.25,31.4871094004257
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.3,32.8188138000735
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.35,34.0528363899765
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.4,35.2238031524622
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.45,36.3567270466552
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.5,37.4716888605287
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.55,38.5866506744023
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.6,39.7195745685952
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.65,40.890541331081
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.7,42.124563920984
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.75,43.4562683206318
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.8,44.9391843208568
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.85,46.6677040301089
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.9,48.8425765189276
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.95,52.0660651692393
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.975,54.8619608416971
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"quantile",0.99,58.1127937846464
"SARIMA",2023-11-01,"Blantyre",1,"month","incidence",2023-12-01,"point",NA,22.8021846911759
"SARIMA",2023-11-01,"Blantyre",2,"month","incidence",2024-01-01,"point",NA,32.086450085523
"SARIMA",2023-11-01,"Blantyre",3,"month","incidence",2024-02-01,"point",NA,37.4716888605287
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.01,17.4133631627576
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.025,19.4298424727936
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.05,21.1641259242882
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.1,23.1636436736046
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.15,24.5127088063366
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.2,25.5849030075969
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.25,26.5047501622964
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.3,27.3308013362879
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.35,28.0962608552255
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.4,28.8226070842478
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.45,29.5253554667632
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.5,30.2169620391749
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.55,30.9085686115867
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.6,31.6113169941021
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.65,32.3376632231243
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.7,33.1031227420619
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.75,33.9291739160535
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.8,34.8490210707529
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.85,35.9212152720133
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.9,37.2702804047452
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.95,39.2697981540616
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.975,41.0040816055562
"SARIMA",2023-12-01,"Blantyre",1,"month","incidence",2024-01-01,"quantile",0.99,43.0205609155922
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.01,20.2719698376841
