"model","forecast_date","location","horizon","temporal_resolution","target_variable","target_end_date","type","quantile","value"
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.25,5.60971864199918
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.3,7.97440203687615
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.35,10.1656336105035
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.4,12.2448980928731
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.45,14.2566105426974
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.5,16.2364280516627
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.55,18.2162455606279
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.6,20.2279580104523
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.65,22.3072224928219
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.7,24.4984540664492
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.75,26.8631374613262
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.8,29.4963245579949
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.85,32.5656257146683
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.9,36.4275074217831
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.95,42.1513978639732
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.975,47.116019196018
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.99,52.8884644036364
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.01,0
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.025,0
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.05,0
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.1,3.89270984091158
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.15,7.98914895259997
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.2,11.2448688988074
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.25,14.0379867178525
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.3,16.5462928442902
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.35,18.8706122827744
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.4,21.0761641342024
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.45,23.2100610751027
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.5,25.3101258861996
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.55,27.4101906972965
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.6,29.5440876381968
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.65,31.7496394896248
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.7,34.073958928109
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.75,36.5822650545467
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.8,39.3753828735918
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.85,42.6311028197993
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.9,46.7275419314876
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.95,52.7990817808851
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.975,58.0652371273429
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"quantile",0.99,64.188280791524
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"point",NA,17.144428362875
