"","District","Month","Year","Cases"
"2980","Ntcheu-DHO","July",2023,21529
"2981","Ntchisi-DHO","July",2023,7160
"2982","Phalombe-DHO","July",2023,13403
"2983","Rumphi-DHO","July",2023,1821
"2984","Salima-DHO","July",2023,37253
"2985","Thyolo-DHO","July",2023,7006
"2986","Zomba-DHO","July",2023,22543
"2987","Balaka-DHO","August",2023,6797
"2988","Blantyre-DHO","August",2023,34031
"2989","Chikwawa-DHO","August",2023,20986
"2990","Chiradzulu-DHO","August",2023,4599
"2991","Chitipa-DHO","August",2023,3320
"2992","Dedza-DHO","August",2023,13759
"2993","Dowa-DHO","August",2023,7429
"2994","Karonga-DHO","August",2023,15069
"2995","Kasungu-DHO","August",2023,19977
"2996","Likoma-DHO","August",2023,362
"2997","Lilongwe-DHO","August",2023,20393
"2998","Machinga-DHO","August",2023,36555.5
"2999","Mangochi-DHO","August",2023,27499
"3000","Mchinji-DHO","August",2023,12782
"3001","Mulanje-DHO","August",2023,22966
"3002","Mwanza-DHO","August",2023,5717
"3003","Mzimba-North-DHO","August",2023,3237
"3004","Mzimba-South-DHO","August",2023,11738
"3005","Neno-DHO","August",2023,7977
"3006","Nkhata-Bay-DHO","August",2023,27736
"3007","Nkhotakota-DHO","August",2023,25329
"3008","Nsanje-DHO","August",2023,9015
"3009","Ntcheu-DHO","August",2023,15048
"3010","Ntchisi-DHO","August",2023,5924
"3011","Phalombe-DHO","August",2023,10502
"3012","Rumphi-DHO","August",2023,1639
"3013","Salima-DHO","August",2023,34006
"3014","Thyolo-DHO","August",2023,7021
"3015","Zomba-DHO","August",2023,21468
"3016","Balaka-DHO","September",2023,7279
"3017","Blantyre-DHO","September",2023,26904
"3018","Chikwawa-DHO","September",2023,18733
"3019","Chiradzulu-DHO","September",2023,2445
"3020","Chitipa-DHO","September",2023,2217
"3021","Dedza-DHO","September",2023,10108
"3022","Dowa-DHO","September",2023,6659
"3023","Karonga-DHO","September",2023,18830
"3024","Kasungu-DHO","September",2023,12108
"3025","Likoma-DHO","September",2023,714
"3026","Lilongwe-DHO","September",2023,29145
"3027","Machinga-DHO","September",2023,51505
"3028","Mangochi-DHO","September",2023,47614
"3029","Mchinji-DHO","September",2023,20186
"3030","Mulanje-DHO","September",2023,27735
"3031","Mwanza-DHO","September",2023,6898
"3032","Mzimba-North-DHO","September",2023,3784
"3033","Mzimba-South-DHO","September",2023,14279
"3034","Neno-DHO","September",2023,11487
"3035","Nkhata-Bay-DHO","September",2023,37974
"3036","Nkhotakota-DHO","September",2023,33072
"3037","Nsanje-DHO","September",2023,13030
"3038","Ntcheu-DHO","September",2023,16854
"3039","Ntchisi-DHO","September",2023,12703
"3040","Phalombe-DHO","September",2023,14428
"3041","Rumphi-DHO","September",2023,1640
"3042","Salima-DHO","September",2023,51396
"3043","Thyolo-DHO","September",2023,10809
"3044","Zomba-DHO","September",2023,30070
"3045","Balaka-DHO","October",2023,13048
"3046","Blantyre-DHO","October",2023,31707
"3047","Chikwawa-DHO","October",2023,17947
"3048","Chiradzulu-DHO","October",2023,3346
"3049","Chitipa-DHO","October",2023,2703
"3050","Dedza-DHO","October",2023,15199
"3051","Dowa-DHO","October",2023,11685.5
"3052","Karonga-DHO","October",2023,18805
"3053","Kasungu-DHO","October",2023,18732
"3054","Likoma-DHO","October",2023,436
"3055","Lilongwe-DHO","October",2023,39620
"3056","Machinga-DHO","October",2023,45096
"3057","Mangochi-DHO","October",2023,46566
"3058","Mchinji-DHO","October",2023,26693
"3059","Mulanje-DHO","October",2023,33413
"3060","Mwanza-DHO","October",2023,5413
"3061","Mzimba-North-DHO","October",2023,4224
"3062","Mzimba-South-DHO","October",2023,14675
"3063","Neno-DHO","October",2023,9759
"3064","Nkhata-Bay-DHO","October",2023,35627
"3065","Nkhotakota-DHO","October",2023,36490
"3066","Nsanje-DHO","October",2023,9840
"3067","Ntcheu-DHO","October",2023,21574
"3068","Ntchisi-DHO","October",2023,18444
"3069","Phalombe-DHO","October",2023,15499
"3070","Rumphi-DHO","October",2023,1607
"3071","Salima-DHO","October",2023,36558
"3072","Thyolo-DHO","October",2023,8498
"3073","Zomba-DHO","October",2023,35992
"3074","Balaka-DHO","November",2023,12952
"3075","Blantyre-DHO","November",2023,30746
"3076","Chikwawa-DHO","November",2023,11587
"3077","Chiradzulu-DHO","November",2023,5823
"3078","Chitipa-DHO","November",2023,3037
"3079","Dedza-DHO","November",2023,19425
"3080","Dowa-DHO","November",2023,18094
"3081","Karonga-DHO","November",2023,13981
"3082","Kasungu-DHO","November",2023,24536
"3083","Likoma-DHO","November",2023,197
"3084","Lilongwe-DHO","November",2023,44961
"3085","Machinga-DHO","November",2023,29941
"3086","Mangochi-DHO","November",2023,30901
"3087","Mchinji-DHO","November",2023,25938
"3088","Mulanje-DHO","November",2023,33933
"3089","Mwanza-DHO","November",2023,5641
"3090","Mzimba-North-DHO","November",2023,4595
"3091","Mzimba-South-DHO","November",2023,15717
"3092","Neno-DHO","November",2023,7738
"3093","Nkhata-Bay-DHO","November",2023,28507
"3094","Nkhotakota-DHO","November",2023,21869
"3095","Nsanje-DHO","November",2023,5523
"3096","Ntcheu-DHO","November",2023,17072
"3097","Ntchisi-DHO","November",2023,21500
"3098","Phalombe-DHO","November",2023,10532
"3099","Rumphi-DHO","November",2023,1615
"3100","Salima-DHO","November",2023,18119
"3101","Thyolo-DHO","November",2023,8953
"3102","Zomba-DHO","November",2023,30821
"3103","Balaka-DHO","December",2023,6511
"3104","Blantyre-DHO","December",2023,25984
"3105","Chikwawa-DHO","December",2023,8070
"3106","Chiradzulu-DHO","December",2023,4957
"3107","Chitipa-DHO","December",2023,3560
"3108","Dedza-DHO","December",2023,19537
"3109","Dowa-DHO","December",2023,17269
"3110","Karonga-DHO","December",2023,8609
"3111","Kasungu-DHO","December",2023,23873
"3112","Likoma-DHO","December",2023,142
"3113","Lilongwe-DHO","December",2023,53337
"3114","Machinga-DHO","December",2023,26278
"3115","Mangochi-DHO","December",2023,25210
"3116","Mchinji-DHO","December",2023,33815
"3117","Mulanje-DHO","December",2023,35841
"3118","Mwanza-DHO","December",2023,6258
"3119","Mzimba-North-DHO","December",2023,6981
"3120","Mzimba-South-DHO","December",2023,21962
"3121","Neno-DHO","December",2023,14599
"3122","Nkhata-Bay-DHO","December",2023,21439
"3123","Nkhotakota-DHO","December",2023,19194
"3124","Nsanje-DHO","December",2023,5278
"3125","Ntcheu-DHO","December",2023,20719
"3126","Ntchisi-DHO","December",2023,31629
"3127","Phalombe-DHO","December",2023,10918
"3128","Rumphi-DHO","December",2023,3739
"3129","Salima-DHO","December",2023,13646
"3130","Thyolo-DHO","December",2023,11026
"3131","Zomba-DHO","December",2023,32623
"3132","Balaka-DHO","January",2024,10559
"3133","Blantyre-DHO","January",2024,57414
"3134","Chikwawa-DHO","January",2024,14639
"3135","Chiradzulu-DHO","January",2024,17883
"3136","Chitipa-DHO","January",2024,11841
"3137","Dedza-DHO","January",2024,41376
"3138","Dowa-DHO","January",2024,47856
"3139","Karonga-DHO","January",2024,21857
"3140","Kasungu-DHO","January",2024,69854
"3141","Likoma-DHO","January",2024,308
"3142","Lilongwe-DHO","January",2024,125019
"3143","Machinga-DHO","January",2024,30256
"3144","Mangochi-DHO","January",2024,26501
"3145","Mchinji-DHO","January",2024,65432
"3146","Mulanje-DHO","January",2024,59095
"3147","Mwanza-DHO","January",2024,15310
"3148","Mzimba-North-DHO","January",2024,17670
"3149","Mzimba-South-DHO","January",2024,38423
"3150","Neno-DHO","January",2024,32718
"3151","Nkhata-Bay-DHO","January",2024,31658
"3152","Nkhotakota-DHO","January",2024,33600
"3153","Nsanje-DHO","January",2024,9735
"3154","Ntcheu-DHO","January",2024,31659
"3155","Ntchisi-DHO","January",2024,43534
"3156","Phalombe-DHO","January",2024,15437
"3157","Rumphi-DHO","January",2024,10925
"3158","Salima-DHO","January",2024,37700
"3159","Thyolo-DHO","January",2024,24678
"3160","Zomba-DHO","January",2024,58107
"3161","Balaka-DHO","February",2024,14291
"3162","Blantyre-DHO","February",2024,46228
"3163","Chikwawa-DHO","February",2024,22946
"3164","Chiradzulu-DHO","February",2024,12038
"3165","Chitipa-DHO","February",2024,6433
"3166","Dedza-DHO","February",2024,33583
"3167","Dowa-DHO","February",2024,25619
"3168","Karonga-DHO","February",2024,25817
"3169","Kasungu-DHO","February",2024,70067
"3170","Likoma-DHO","February",2024,117
"3171","Lilongwe-DHO","February",2024,125558
"3172","Machinga-DHO","February",2024,34262
"3173","Mangochi-DHO","February",2024,28894
"3174","Mchinji-DHO","February",2024,64744
"3175","Mulanje-DHO","February",2024,55601
"3176","Mwanza-DHO","February",2024,12934
"3177","Mzimba-North-DHO","February",2024,17987
"3178","Mzimba-South-DHO","February",2024,41401
"3179","Neno-DHO","February",2024,27963
"3180","Nkhata-Bay-DHO","February",2024,25413
"3181","Nkhotakota-DHO","February",2024,29837
"3182","Nsanje-DHO","February",2024,10834
"3183","Ntcheu-DHO","February",2024,28458
"3184","Ntchisi-DHO","February",2024,27845
"3185","Phalombe-DHO","February",2024,14025
"3186","Rumphi-DHO","February",2024,9153
"3187","Salima-DHO","February",2024,36798
"3188","Thyolo-DHO","February",2024,21955
"3189","Zomba-DHO","February",2024,42581
"3190","Balaka-DHO","March",2024,17277
"3191","Blantyre-DHO","March",2024,56267
"3192","Chikwawa-DHO","March",2024,14571
"3193","Chiradzulu-DHO","March",2024,15394
"3194","Chitipa-DHO","March",2024,8978
"3195","Dedza-DHO","March",2024,42125
"3196","Dowa-DHO","March",2024,28692
"3197","Karonga-DHO","March",2024,16425
"3198","Kasungu-DHO","March",2024,80574
"3199","Likoma-DHO","March",2024,270
"3200","Lilongwe-DHO","March",2024,106954
"3201","Machinga-DHO","March",2024,34999
"3202","Mangochi-DHO","March",2024,28051
"3203","Mchinji-DHO","March",2024,46566
"3204","Mulanje-DHO","March",2024,46302
"3205","Mwanza-DHO","March",2024,14097
"3206","Mzimba-North-DHO","March",2024,22415
"3207","Mzimba-South-DHO","March",2024,43207
"3208","Neno-DHO","March",2024,27570
"3209","Nkhata-Bay-DHO","March",2024,24071
"3210","Nkhotakota-DHO","March",2024,29059
"3211","Nsanje-DHO","March",2024,12061
"3212","Ntcheu-DHO","March",2024,30053
"3213","Ntchisi-DHO","March",2024,29541
"3214","Phalombe-DHO","March",2024,13510
"3215","Rumphi-DHO","March",2024,9351
"3216","Salima-DHO","March",2024,31928
"3217","Thyolo-DHO","March",2024,16895
"3218","Zomba-DHO","March",2024,59011
"3219","Balaka-DHO","April",2024,24200
"3220","Blantyre-DHO","April",2024,72727
"3221","Chikwawa-DHO","April",2024,21575
"3222","Chiradzulu-DHO","April",2024,17216
"3223","Chitipa-DHO","April",2024,12106
"3224","Dedza-DHO","April",2024,32877
"3225","Dowa-DHO","April",2024,38761
"3226","Karonga-DHO","April",2024,19961
"3227","Kasungu-DHO","April",2024,63576
"3228","Likoma-DHO","April",2024,449
"3229","Lilongwe-DHO","April",2024,152170
"3230","Machinga-DHO","April",2024,51930
"3231","Mangochi-DHO","April",2024,49505
"3232","Mchinji-DHO","April",2024,60334
"3233","Mulanje-DHO","April",2024,54753
"3234","Mwanza-DHO","April",2024,16966
"3235","Mzimba-North-DHO","April",2024,21112
"3236","Mzimba-South-DHO","April",2024,41182
"3237","Neno-DHO","April",2024,32770
"3238","Nkhata-Bay-DHO","April",2024,26443
"3239","Nkhotakota-DHO","April",2024,34280
"3240","Nsanje-DHO","April",2024,14111
"3241","Ntcheu-DHO","April",2024,40588
"3242","Ntchisi-DHO","April",2024,36383
"3243","Phalombe-DHO","April",2024,18906
"3244","Rumphi-DHO","April",2024,15426
"3245","Salima-DHO","April",2024,48152
"3246","Thyolo-DHO","April",2024,22418
"3247","Zomba-DHO","April",2024,60537
"3248","Balaka-DHO","May",2024,27173
"3249","Blantyre-DHO","May",2024,57945
"3250","Chikwawa-DHO","May",2024,29043
"3251","Chiradzulu-DHO","May",2024,28875
"3252","Chitipa-DHO","May",2024,11705
"3253","Dedza-DHO","May",2024,36232
"3254","Dowa-DHO","May",2024,43200
"3255","Karonga-DHO","May",2024,17531
"3256","Kasungu-DHO","May",2024,102162
"3257","Likoma-DHO","May",2024,651
"3258","Lilongwe-DHO","May",2024,135960
"3259","Machinga-DHO","May",2024,47925
"3260","Mangochi-DHO","May",2024,55860
"3261","Mchinji-DHO","May",2024,49207
"3262","Mulanje-DHO","May",2024,61478
"3263","Mwanza-DHO","May",2024,20830
"3264","Mzimba-North-DHO","May",2024,34012
"3265","Mzimba-South-DHO","May",2024,69719
"3266","Neno-DHO","May",2024,26888
"3267","Nkhata-Bay-DHO","May",2024,29278
"3268","Nkhotakota-DHO","May",2024,40176
"3269","Nsanje-DHO","May",2024,17315
"3270","Ntcheu-DHO","May",2024,49450
"3271","Ntchisi-DHO","May",2024,35941
"3272","Phalombe-DHO","May",2024,18162
"3273","Rumphi-DHO","May",2024,15240
"3274","Salima-DHO","May",2024,50383
"3275","Thyolo-DHO","May",2024,32196
"3276","Zomba-DHO","May",2024,89084
"3277","Balaka-DHO","June",2024,13338
"3278","Blantyre-DHO","June",2024,39791
"3279","Chikwawa-DHO","June",2024,18878
"3280","Chiradzulu-DHO","June",2024,10478
"3281","Chitipa-DHO","June",2024,6425
"3282","Dedza-DHO","June",2024,20659
"3283","Dowa-DHO","June",2024,24037
"3284","Karonga-DHO","June",2024,14184
"3285","Kasungu-DHO","June",2024,59959
"3286","Likoma-DHO","June",2024,519
"3287","Lilongwe-DHO","June",2024,88760
"3288","Machinga-DHO","June",2024,29887
"3289","Mangochi-DHO","June",2024,35074
"3290","Mchinji-DHO","June",2024,32914
"3291","Mulanje-DHO","June",2024,37788
"3292","Mwanza-DHO","June",2024,13643
"3293","Mzimba-North-DHO","June",2024,6984
"3294","Mzimba-South-DHO","June",2024,24319
"3295","Neno-DHO","June",2024,17555
"3296","Nkhata-Bay-DHO","June",2024,28226
"3297","Nkhotakota-DHO","June",2024,40880
"3298","Nsanje-DHO","June",2024,14176
"3299","Ntcheu-DHO","June",2024,24840
"3300","Ntchisi-DHO","June",2024,29260
"3301","Phalombe-DHO","June",2024,8966
"3302","Rumphi-DHO","June",2024,8890
"3303","Salima-DHO","June",2024,32854
"3304","Thyolo-DHO","June",2024,16310
"3305","Zomba-DHO","June",2024,55227
"3306","Balaka-DHO","July",2024,11174
"3307","Blantyre-DHO","July",2024,36873
"3308","Chikwawa-DHO","July",2024,18723
"3309","Chiradzulu-DHO","July",2024,5227
"3310","Chitipa-DHO","July",2024,5183
"3311","Dedza-DHO","July",2024,12791
"3312","Dowa-DHO","July",2024,14588
"3313","Karonga-DHO","July",2024,19364
"3314","Kasungu-DHO","July",2024,36160
"3315","Likoma-DHO","July",2024,651
"3316","Lilongwe-DHO","July",2024,60073
"3317","Machinga-DHO","July",2024,29738
"3318","Mangochi-DHO","July",2024,30564
"3319","Mchinji-DHO","July",2024,24847
"3320","Mulanje-DHO","July",2024,27117
"3321","Mwanza-DHO","July",2024,8882
"3322","Mzimba-North-DHO","July",2024,8619
"3323","Mzimba-South-DHO","July",2024,16568
"3324","Neno-DHO","July",2024,13156
"3325","Nkhata-Bay-DHO","July",2024,32659
"3326","Nkhotakota-DHO","July",2024,37504
"3327","Nsanje-DHO","July",2024,14235
"3328","Ntcheu-DHO","July",2024,18687
"3329","Ntchisi-DHO","July",2024,18060
"3330","Phalombe-DHO","July",2024,7641
"3331","Rumphi-DHO","July",2024,5074
"3332","Salima-DHO","July",2024,30728
"3333","Thyolo-DHO","July",2024,14386
"3334","Zomba-DHO","July",2024,38983
"3335","Balaka-DHO","August",2024,9489
"3336","Blantyre-DHO","August",2024,35686
"3337","Chikwawa-DHO","August",2024,25230
"3338","Chiradzulu-DHO","August",2024,6075
"3339","Chitipa-DHO","August",2024,3432
"3340","Dedza-DHO","August",2024,9409
"3341","Dowa-DHO","August",2024,14578
"3342","Karonga-DHO","August",2024,19602
"3343","Kasungu-DHO","August",2024,28338
"3344","Likoma-DHO","August",2024,837
"3345","Lilongwe-DHO","August",2024,38917
"3346","Machinga-DHO","August",2024,27319
"3347","Mangochi-DHO","August",2024,34108
"3348","Mchinji-DHO","August",2024,19029
"3349","Mulanje-DHO","August",2024,27316
"3350","Mwanza-DHO","August",2024,9330
"3351","Mzimba-North-DHO","August",2024,7199
"3352","Mzimba-South-DHO","August",2024,17998
"3353","Neno-DHO","August",2024,12700
"3354","Nkhata-Bay-DHO","August",2024,29813
"3355","Nkhotakota-DHO","August",2024,40002
"3356","Nsanje-DHO","August",2024,17050
"3357","Ntcheu-DHO","August",2024,13671
"3358","Ntchisi-DHO","August",2024,15793
"3359","Phalombe-DHO","August",2024,7599
"3360","Rumphi-DHO","August",2024,3516
"3361","Salima-DHO","August",2024,31668
"3362","Thyolo-DHO","August",2024,16949
"3363","Zomba-DHO","August",2024,40498
"3364","Balaka-DHO","September",2024,8032
"3365","Blantyre-DHO","September",2024,34680
"3366","Chikwawa-DHO","September",2024,18362
"3367","Chiradzulu-DHO","September",2024,4744
"3368","Chitipa-DHO","September",2024,3377
"3369","Dedza-DHO","September",2024,10019
"3370","Dowa-DHO","September",2024,19510
"3371","Karonga-DHO","September",2024,19778
"3372","Kasungu-DHO","September",2024,29560
"3373","Likoma-DHO","September",2024,930
"3374","Lilongwe-DHO","September",2024,42783
"3375","Machinga-DHO","September",2024,24683
"3376","Mangochi-DHO","September",2024,40508
"3377","Mchinji-DHO","September",2024,18338
"3378","Mulanje-DHO","September",2024,32922
"3379","Mwanza-DHO","September",2024,8126
"3380","Mzimba-North-DHO","September",2024,6856
"3381","Mzimba-South-DHO","September",2024,14714
"3382","Neno-DHO","September",2024,12278
"3383","Nkhata-Bay-DHO","September",2024,32277
"3384","Nkhotakota-DHO","September",2024,30443
"3385","Nsanje-DHO","September",2024,17033
"3386","Ntcheu-DHO","September",2024,11501
"3387","Ntchisi-DHO","September",2024,22581
"3388","Phalombe-DHO","September",2024,7288
"3389","Rumphi-DHO","September",2024,3435
"3390","Salima-DHO","September",2024,31721
"3391","Thyolo-DHO","September",2024,18677
"3392","Zomba-DHO","September",2024,33516
"3393","Balaka-DHO","October",2024,6456
"3394","Blantyre-DHO","October",2024,23580
"3395","Chikwawa-DHO","October",2024,6602
"3396","Chiradzulu-DHO","October",2024,4557
"3397","Chitipa-DHO","October",2024,4275
"3398","Dedza-DHO","October",2024,13235
"3399","Dowa-DHO","October",2024,26903
"3400","Karonga-DHO","October",2024,14536
"3401","Kasungu-DHO","October",2024,34745
"3402","Likoma-DHO","October",2024,507
"3403","Lilongwe-DHO","October",2024,58486
"3404","Machinga-DHO","October",2024,20879
"3405","Mangochi-DHO","October",2024,31497
"3406","Mchinji-DHO","October",2024,24671
"3407","Mulanje-DHO","October",2024,35144
"3408","Mwanza-DHO","October",2024,8416
"3409","Mzimba-North-DHO","October",2024,7283
"3410","Mzimba-South-DHO","October",2024,16561
"3411","Neno-DHO","October",2024,11356
"3412","Nkhata-Bay-DHO","October",2024,34094
"3413","Nkhotakota-DHO","October",2024,34701
"3414","Nsanje-DHO","October",2024,9124
"3415","Ntcheu-DHO","October",2024,12420
"3416","Ntchisi-DHO","October",2024,30336
"3417","Phalombe-DHO","October",2024,5732
"3418","Rumphi-DHO","October",2024,3884
"3419","Salima-DHO","October",2024,23016
"3420","Thyolo-DHO","October",2024,17284
"3421","Zomba-DHO","October",2024,34607
"3422","Balaka-DHO","November",2024,5064
"3423","Blantyre-DHO","November",2024,26732
"3424","Chikwawa-DHO","November",2024,10298
"3425","Chiradzulu-DHO","November",2024,3466
"3426","Chitipa-DHO","November",2024,5486
"3427","Dedza-DHO","November",2024,14646
"3428","Dowa-DHO","November",2024,31076
"3429","Karonga-DHO","November",2024,12517
"3430","Kasungu-DHO","November",2024,36173
"3431","Likoma-DHO","November",2024,248
"3432","Lilongwe-DHO","November",2024,64284
"3433","Machinga-DHO","November",2024,19275
"3434","Mangochi-DHO","November",2024,29109
"3435","Mchinji-DHO","November",2024,23403
"3436","Mulanje-DHO","November",2024,36649
"3437","Mwanza-DHO","November",2024,9158
"3438","Mzimba-North-DHO","November",2024,8087
"3439","Mzimba-South-DHO","November",2024,25449
"3440","Neno-DHO","November",2024,11568
"3441","Nkhata-Bay-DHO","November",2024,31953
"3442","Nkhotakota-DHO","November",2024,28043
"3443","Nsanje-DHO","November",2024,8352
"3444","Ntcheu-DHO","November",2024,12093
"3445","Ntchisi-DHO","November",2024,31055
"3446","Phalombe-DHO","November",2024,4766
"3447","Rumphi-DHO","November",2024,5699
"3448","Salima-DHO","November",2024,16718
"3449","Thyolo-DHO","November",2024,19712
"3450","Zomba-DHO","November",2024,32767
"3451","Balaka-DHO","December",2024,7469
"3452","Blantyre-DHO","December",2024,35813
"3453","Chikwawa-DHO","December",2024,9987
"3454","Chiradzulu-DHO","December",2024,7042
"3455","Chitipa-DHO","December",2024,8851
"3456","Dedza-DHO","December",2024,24060
"3457","Dowa-DHO","December",2024,41646
"3458","Karonga-DHO","December",2024,10709
"3459","Kasungu-DHO","December",2024,40606
"3460","Likoma-DHO","December",2024,157
"3461","Lilongwe-DHO","December",2024,97842
"3462","Machinga-DHO","December",2024,22836
"3463","Mangochi-DHO","December",2024,25400
"3464","Mchinji-DHO","December",2024,38078
"3465","Mulanje-DHO","December",2024,54692
"3466","Mwanza-DHO","December",2024,11049
"3467","Mzimba-North-DHO","December",2024,14791
"3468","Mzimba-South-DHO","December",2024,29412
"3469","Neno-DHO","December",2024,21956
"3470","Nkhata-Bay-DHO","December",2024,25674
"3471","Nkhotakota-DHO","December",2024,17514
"3472","Nsanje-DHO","December",2024,5511
"3473","Ntcheu-DHO","December",2024,19509
"3474","Ntchisi-DHO","December",2024,43401
"3475","Phalombe-DHO","December",2024,8557
"3476","Rumphi-DHO","December",2024,10635
"3477","Salima-DHO","December",2024,11428
"3478","Thyolo-DHO","December",2024,29867
"3479","Zomba-DHO","December",2024,46816
"3480","Balaka-DHO","January",2025,7077
"3481","Blantyre-DHO","January",2025,36278
"3482","Chikwawa-DHO","January",2025,12220
"3483","Chiradzulu-DHO","January",2025,12754
"3484","Chitipa-DHO","January",2025,11472
"3485","Dedza-DHO","January",2025,36636
"3486","Dowa-DHO","January",2025,54983
"3487","Karonga-DHO","January",2025,15355
"3488","Kasungu-DHO","January",2025,75297
"3489","Likoma-DHO","January",2025,165
"3490","Lilongwe-DHO","January",2025,129336
"3491","Machinga-DHO","January",2025,22994
"3492","Mangochi-DHO","January",2025,20920
"3493","Mchinji-DHO","January",2025,47871
"3494","Mulanje-DHO","January",2025,38041
"3495","Mwanza-DHO","January",2025,10319
"3496","Mzimba-North-DHO","January",2025,25651
"3497","Mzimba-South-DHO","January",2025,52691
"3498","Neno-DHO","January",2025,18290
"3499","Nkhata-Bay-DHO","January",2025,18747
"3500","Nkhotakota-DHO","January",2025,16884
"3501","Nsanje-DHO","January",2025,5645
"3502","Ntcheu-DHO","January",2025,26597
"3503","Ntchisi-DHO","January",2025,45094
"3504","Phalombe-DHO","January",2025,6705
"3505","Rumphi-DHO","January",2025,16747
"3506","Salima-DHO","January",2025,13474
"3507","Thyolo-DHO","January",2025,22722
"3508","Zomba-DHO","January",2025,53291
"3509","Balaka-DHO","February",2025,8425
"3510","Blantyre-DHO","February",2025,29114
"3511","Chikwawa-DHO","February",2025,16592
"3512","Chiradzulu-DHO","February",2025,11796
"3513","Chitipa-DHO","February",2025,7522
"3514","Dedza-DHO","February",2025,42144
"3515","Dowa-DHO","February",2025,58346
"3516","Karonga-DHO","February",2025,20505
"3517","Kasungu-DHO","February",2025,71917
"3518","Likoma-DHO","February",2025,206
"3519","Lilongwe-DHO","February",2025,133353
"3520","Machinga-DHO","February",2025,22849
"3521","Mangochi-DHO","February",2025,20230
"3522","Mchinji-DHO","February",2025,41435
"3523","Mulanje-DHO","February",2025,29787
"3524","Mwanza-DHO","February",2025,11601
"3525","Mzimba-North-DHO","February",2025,24823
"3526","Mzimba-South-DHO","February",2025,38794
"3527","Neno-DHO","February",2025,12695
"3528","Nkhata-Bay-DHO","February",2025,15407
"3529","Nkhotakota-DHO","February",2025,18765
"3530","Nsanje-DHO","February",2025,4872
"3531","Ntcheu-DHO","February",2025,39008
"3532","Ntchisi-DHO","February",2025,38535
"3533","Phalombe-DHO","February",2025,9327
"3534","Rumphi-DHO","February",2025,14633
"3535","Salima-DHO","February",2025,23316
"3536","Thyolo-DHO","February",2025,13349
"3537","Zomba-DHO","February",2025,71322
"3538","Balaka-DHO","March",2025,7211
"3539","Blantyre-DHO","March",2025,25446
"3540","Chikwawa-DHO","March",2025,20731
"3541","Chiradzulu-DHO","March",2025,9444
"3542","Chitipa-DHO","March",2025,7910
"3543","Dedza-DHO","March",2025,39940
"3544","Dowa-DHO","March",2025,50825
"3545","Karonga-DHO","March",2025,15353
"3546","Kasungu-DHO","March",2025,78304
"3547","Likoma-DHO","March",2025,234
"3548","Lilongwe-DHO","March",2025,135773
"3549","Machinga-DHO","March",2025,18838
"3550","Mangochi-DHO","March",2025,18235
"3551","Mchinji-DHO","March",2025,62225
"3552","Mulanje-DHO","March",2025,23750
"3553","Mwanza-DHO","March",2025,13979
"3554","Mzimba-North-DHO","March",2025,35002
"3555","Mzimba-South-DHO","March",2025,65727
"3556","Neno-DHO","March",2025,10443
"3557","Nkhata-Bay-DHO","March",2025,13839
"3558","Nkhotakota-DHO","March",2025,14763
"3559","Nsanje-DHO","March",2025,10841
"3560","Ntcheu-DHO","March",2025,31721
"3561","Ntchisi-DHO","March",2025,34189
"3562","Phalombe-DHO","March",2025,7360
"3563","Rumphi-DHO","March",2025,12982
"3564","Salima-DHO","March",2025,17346
"3565","Thyolo-DHO","March",2025,9022
"3566","Zomba-DHO","March",2025,51740
"3567","Balaka-DHO","April",2025,12969
"3568","Blantyre-DHO","April",2025,28261
"3569","Chikwawa-DHO","April",2025,20070
"3570","Chiradzulu-DHO","April",2025,8793
"3571","Chitipa-DHO","April",2025,10070
"3572","Dedza-DHO","April",2025,40731
"3573","Dowa-DHO","April",2025,53047
"3574","Karonga-DHO","April",2025,19652
"3575","Kasungu-DHO","April",2025,59869
"3576","Likoma-DHO","April",2025,181
"3577","Lilongwe-DHO","April",2025,110694
"3578","Machinga-DHO","April",2025,21514
"3579","Mangochi-DHO","April",2025,21742
"3580","Mchinji-DHO","April",2025,56022
"3581","Mulanje-DHO","April",2025,26520
"3582","Mwanza-DHO","April",2025,8108
"3583","Mzimba-North-DHO","April",2025,27643
"3584","Mzimba-South-DHO","April",2025,35346
"3585","Neno-DHO","April",2025,6755
"3586","Nkhata-Bay-DHO","April",2025,12906
"3587","Nkhotakota-DHO","April",2025,14159
"3588","Nsanje-DHO","April",2025,17776
"3589","Ntcheu-DHO","April",2025,38575
"3590","Ntchisi-DHO","April",2025,35582
"3591","Phalombe-DHO","April",2025,7599
"3592","Rumphi-DHO","April",2025,15319
"3593","Salima-DHO","April",2025,20259
"3594","Thyolo-DHO","April",2025,10138
"3595","Zomba-DHO","April",2025,33745
"3596","Balaka-DHO","May",2025,8523
"3597","Blantyre-DHO","May",2025,21061
"3598","Chikwawa-DHO","May",2025,12853
"3599","Chiradzulu-DHO","May",2025,6989
"3600","Chitipa-DHO","May",2025,10309
"3601","Dedza-DHO","May",2025,27950
"3602","Dowa-DHO","May",2025,21642
"3603","Karonga-DHO","May",2025,17399
"3604","Kasungu-DHO","May",2025,61281
"3605","Likoma-DHO","May",2025,339
"3606","Lilongwe-DHO","May",2025,56686
"3607","Machinga-DHO","May",2025,19682
"3608","Mangochi-DHO","May",2025,18489
"3609","Mchinji-DHO","May",2025,42428
"3610","Mulanje-DHO","May",2025,21703
